Company ID,Type,Rule ID,Generated Text,Confidence Score (%)
HDFCBANK,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,65.8
HDFCBANK,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,61.5
HDFCBANK,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,61.0
HDFCBANK,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.9
HDFCBANK,Con,CON_6,"Company has weak Interest Coverage Ratio (<1.5), indicating potential debt servicing pressure.",67.0
HDFCBANK,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,67.0
HDFCBANK,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
HDFCLIFE,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,93.4
HDFCLIFE,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,72.3
HDFCLIFE,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
HDFCLIFE,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
HDFCLIFE,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,85.4
HDFCLIFE,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,100.0
HDFCLIFE,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,70.2
HEROMOTOCO,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,99.4
HEROMOTOCO,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
HEROMOTOCO,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
HEROMOTOCO,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
HEROMOTOCO,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,87.5
HEROMOTOCO,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,75.0
HEROMOTOCO,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,61.0
HEROMOTOCO,Con,CON_12,Company has delivered sluggish 5-year revenue growth below 5% CAGR.,74.2
HINDALCO,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
HINDALCO,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
HINDALCO,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
HINDALCO,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,63.7
HINDALCO,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
HINDUNILVR,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
HINDUNILVR,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
HINDUNILVR,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
HINDUNILVR,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
HINDUNILVR,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,98.0
HINDUNILVR,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,69.3
HINDUNILVR,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.5
HINDUNILVR,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,65.2
ICICIBANK,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,64.5
ICICIBANK,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,100.0
ICICIBANK,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,100.0
ICICIBANK,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,71.8
ICICIBANK,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,100.0
ICICIBANK,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,70.0
ICICIBANK,Con,CON_6,"Company has weak Interest Coverage Ratio (<1.5), indicating potential debt servicing pressure.",69.0
ICICIBANK,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,67.2
ICICIBANK,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
ICICIGI,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,80.0
ICICIGI,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
ICICIGI,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
ICICIGI,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
ICICIGI,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,64.0
ICICIGI,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,61.0
ICICIGI,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,93.5
ICICIGI,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
ICICIPRULI,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,94.7
ICICIPRULI,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
ICICIPRULI,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,63.7
ICICIPRULI,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,91.0
ICICIPRULI,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,97.7
ICICIPRULI,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,63.8
INDIGO,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
INDIGO,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
INDIGO,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,68.6
INDIGO,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
INDIGO,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,100.0
INDIGO,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,82.6
INDIGO,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,100.0
INDIGO,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,100.0
INDIGO,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,100.0
INDIGO,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
INDUSINDBK,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,61.0
INDUSINDBK,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
INDUSINDBK,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,63.1
INDUSINDBK,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,61.8
INDUSINDBK,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,74.2
INDUSINDBK,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,69.9
INDUSINDBK,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,80.0
INDUSINDBK,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,66.2
INDUSINDBK,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
INFY,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
INFY,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,80.0
INFY,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
INFY,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.9
INFY,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
IOC,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,68.7
IOC,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
IOC,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,61.0
IOC,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,70.3
IOC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,70.0
IOC,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,70.2
IOC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,78.1
IOC,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
IRCTC,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
IRCTC,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
IRCTC,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,65.9
IRCTC,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,73.5
IRCTC,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,73.8
IRCTC,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
IRCTC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,73.5
IRCTC,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,86.9
IRCTC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,76.8
IRCTC,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,100.0
IRCTC,Con,CON_3,Company's Operating Profit Margin has deteriorated for 3 consecutive years.,91.0
IRFC,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,68.1
IRFC,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
IRFC,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,64.9
IRFC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,65.5
IRFC,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,70.2
IRFC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,66.3
IRFC,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,70.8
IRFC,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,100.0
IRFC,Con,CON_6,"Company has weak Interest Coverage Ratio (<1.5), indicating potential debt servicing pressure.",68.6
IRFC,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,72.8
IRFC,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
ITC,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
ITC,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
ITC,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
ITC,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,78.0
ITC,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
ITC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,92.0
ITC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,63.2
ITC,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,79.6
ITC,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
JINDALSTEL,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,85.0
JINDALSTEL,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,70.0
JINDALSTEL,Con,CON_12,Company has delivered sluggish 5-year revenue growth below 5% CAGR.,78.0
JIOFIN,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
JIOFIN,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
JIOFIN,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
JIOFIN,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,95.5
JIOFIN,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,83.5
JSWENERGY,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,95.0
JSWENERGY,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,93.0
JSWENERGY,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,61.0
JSWENERGY,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,70.2
JSWENERGY,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,83.5
JSWENERGY,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,64.2
JSWENERGY,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",82.7
JSWENERGY,Con,CON_12,Company has delivered sluggish 5-year revenue growth below 5% CAGR.,61.6
JSWSTEEL,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,76.3
JSWSTEEL,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
JSWSTEEL,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,61.2
JSWSTEEL,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,78.0
JSWSTEEL,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",62.1
KOTAKBANK,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,61.0
KOTAKBANK,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,68.7
KOTAKBANK,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,68.0
KOTAKBANK,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,70.3
KOTAKBANK,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,70.0
KOTAKBANK,Con,CON_6,"Company has weak Interest Coverage Ratio (<1.5), indicating potential debt servicing pressure.",70.3
KOTAKBANK,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,66.4
KOTAKBANK,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
LICI,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
LICI,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
LICI,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
LICI,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,100.0
LICI,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
LICI,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,100.0
LICI,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
LODHA,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,93.1
LODHA,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,61.5
LODHA,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,91.1
LODHA,Con,CON_12,Company has delivered sluggish 5-year revenue growth below 5% CAGR.,99.1
LT,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
LT,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,68.0
LT,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.4
LT,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,100.0
LT,Con,CON_3,Company's Operating Profit Margin has deteriorated for 3 consecutive years.,69.0
LT,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,66.8
LTIM,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
LTIM,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
LTIM,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,90.7
LTIM,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,67.2
LTIM,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,91.9
LTIM,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,71.0
LTIM,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,68.3
LTIM,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,66.8
M&M,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,73.7
M&M,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,62.4
M&M,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,74.2
M&M,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,100.0
M&M,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",71.4
MARUTI,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,95.0
MARUTI,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
MARUTI,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
MARUTI,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,64.5
MARUTI,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,81.2
MARUTI,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.2
MARUTI,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,91.6
MARUTI,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
MOTHERSON,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,94.6
MOTHERSON,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,80.0
MOTHERSON,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,72.0
MOTHERSON,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.5
MOTHERSON,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
NAUKRI,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,97.8
NAUKRI,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
NAUKRI,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
NAUKRI,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,64.2
NAUKRI,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,64.5
NAUKRI,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,89.0
NAUKRI,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,85.5
NAUKRI,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,79.0
NESTLEIND,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
NESTLEIND,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
NESTLEIND,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
NESTLEIND,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,89.5
NESTLEIND,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,61.0
NESTLEIND,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,61.0
NESTLEIND,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
NHPC,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
NHPC,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,97.5
NHPC,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,71.2
NHPC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,76.5
NHPC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,68.8
NHPC,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,67.1
NHPC,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,67.0
NHPC,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",80.0
NHPC,Con,CON_12,Company has delivered sluggish 5-year revenue growth below 5% CAGR.,78.0
NTPC,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,66.0
NTPC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,68.0
NTPC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,65.2
NTPC,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,80.0
NTPC,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",72.7
ONGC,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
ONGC,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,71.4
ONGC,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,65.5
ONGC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,65.9
ONGC,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,66.5
PFC,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,85.5
PFC,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,78.0
PFC,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,67.3
PFC,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,80.0
PFC,Con,CON_6,"Company has weak Interest Coverage Ratio (<1.5), indicating potential debt servicing pressure.",83.4
PFC,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,61.0
PFC,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
PIDILITIND,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,96.2
PIDILITIND,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
PIDILITIND,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,73.5
PIDILITIND,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,62.5
PIDILITIND,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,91.4
PIDILITIND,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
PNB,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
PNB,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,61.8
PNB,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,70.0
PNB,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,85.1
PNB,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",68.9
POWERGRID,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
POWERGRID,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
POWERGRID,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,83.5
POWERGRID,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,65.5
POWERGRID,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,71.2
POWERGRID,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,100.0
POWERGRID,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",61.0
RECLTD,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,72.0
RECLTD,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,100.0
RECLTD,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,69.3
RECLTD,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,69.6
RECLTD,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,100.0
RECLTD,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,66.8
RECLTD,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
RELIANCE,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,67.6
RELIANCE,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,83.0
RELIANCE,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,61.2
SBILIFE,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,71.4
SBILIFE,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
SBILIFE,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,78.5
SBILIFE,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
SBILIFE,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,85.3
SBILIFE,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,100.0
SBILIFE,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
SBIN,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
SBIN,Pro,PRO_3,Company is virtually debt-free with a Debt-to-Equity ratio of 0 in the latest year.,95.0
SBIN,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,100.0
SBIN,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,75.0
SBIN,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,100.0
SBIN,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,100.0
SBIN,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,71.5
SHREECEM,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
SHREECEM,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,79.8
SHREECEM,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,61.5
SHREECEM,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,75.8
SHREECEM,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
